,POA_CODE21,POA_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,SHAPE_Leng,SHAPE_Area,LATITUDE,LONGITUDE,IRE_CODE21,IRE_NAME21,SED_CODE22,SED_NAME22,CED_CODE21,CED_NAME21,STE_CODE21,IAR_CODE21,IAR_NAME21,ILO_CODE21,ILO_NAME21
10,835,835,AUS,Australia,76.8403,http://linked.data.gov.au/dataset/asgsed3/POA/0835,0.433765922946,0.00638946506511,-12.47155994063442,131.0619499998307,703.0,Darwin,70020.0,Nelson,701.0,Lingiari,7.0,703007.0,Litchfield,70300704.0,Howard Springs - Gunn Point
11,836,836,AUS,Australia,130.9305,http://linked.data.gov.au/dataset/asgsed3/POA/0836,0.599581082776,0.0108908328912,-12.560294216474505,131.13103437358126,703.0,Darwin,70013.0,Goyder,701.0,Lingiari,7.0,703007.0,Litchfield,70300705.0,Humpty Doo - Elizabeth Valley
12,837,837,AUS,Australia,130.7766,http://linked.data.gov.au/dataset/asgsed3/POA/0837,0.680294611475,0.0108861226017,-12.754515118478952,131.15033654847983,703.0,Darwin,70013.0,Goyder,701.0,Lingiari,7.0,703007.0,Litchfield,70300701.0,Acacia-Larrakia
13,838,838,AUS,Australia,86.3366,http://linked.data.gov.au/dataset/asgsed3/POA/0838,0.423040690971,0.00718582816479,-12.718825403946786,131.00697286339465,703.0,Darwin,70009.0,Daly,701.0,Lingiari,7.0,703007.0,Litchfield,70300703.0,Darwin River - Berry Springs - Southport
14,839,839,AUS,Australia,1.1346,http://linked.data.gov.au/dataset/asgsed3/POA/0839,0.0451131856581,9.43610377187e-05,-12.51998139570691,131.04017599034702,703.0,Darwin,70020.0,Nelson,701.0,Lingiari,7.0,703007.0,Litchfield,70300702.0,Bees Creek - Virginia
15,840,840,AUS,Australia,290.5631,http://linked.data.gov.au/dataset/asgsed3/POA/0840,0.897483409191,0.0241850314047,-12.732856233803451,130.44341014412774,703.0,Darwin,70009.0,Daly,701.0,Lingiari,7.0,703004.0,Cox - Finniss - Coomalie,70300404.0,Cox - Finniss
16,841,841,AUS,Australia,142.2064,http://linked.data.gov.au/dataset/asgsed3/POA/0841,0.476141756077,0.0118405356297,-12.819286834375218,130.96975200882005,703.0,Darwin,70009.0,Daly,701.0,Lingiari,7.0,703007.0,Litchfield,70300703.0,Darwin River - Berry Springs - Southport
17,845,845,AUS,Australia,115.696,http://linked.data.gov.au/dataset/asgsed3/POA/0845,0.565475077981,0.00964326826519,-13.089705841893716,131.05737421714628,703.0,Darwin,70009.0,Daly,701.0,Lingiari,7.0,703004.0,Cox - Finniss - Coomalie,70300401.0,Adelaide River - Coomalie
18,846,846,AUS,Australia,146.7377,http://linked.data.gov.au/dataset/asgsed3/POA/0846,0.538390671909,0.0122344968989,-13.167853126298672,131.1557956285378,703.0,Darwin,70009.0,Daly,701.0,Lingiari,7.0,703004.0,Cox - Finniss - Coomalie,70300401.0,Adelaide River - Coomalie
19,847,847,AUS,Australia,402.0523,http://linked.data.gov.au/dataset/asgsed3/POA/0847,0.733330945032,0.0336108922454,-13.82356056001177,131.8262008900948,704.0,Jabiru - Tiwi,70009.0,Daly,701.0,Lingiari,7.0,704001.0,Douglas-Daly,70400106.0,Pine Creek
20,850,850,AUS,Australia,551.1508,http://linked.data.gov.au/dataset/asgsed3/POA/0850,1.33727924334,0.0461982925884,-14.440668780507805,132.27106565493324,705.0,Katherine,70017.0,Katherine,701.0,Lingiari,7.0,705005.0,Katherine Town,70500502.0,Katherine exc. Town Camps
21,852,852,AUS,Australia,441673.3068,http://linked.data.gov.au/dataset/asgsed3/POA/0852,56.8217241968,37.4648017723,-16.828574098647557,132.80954783541284,707.0,Tennant Creek,70004.0,Barkly,701.0,Lingiari,7.0,707003.0,Barkly,70700302.0,Elliott Surrounds - Outstations
22,853,853,AUS,Australia,106.2851,http://linked.data.gov.au/dataset/asgsed3/POA/0853,0.395479971516,0.00891251328292,-14.531214072136375,132.37927845295647,705.0,Katherine,70003.0,Arnhem,701.0,Lingiari,7.0,705005.0,Katherine Town,70500502.0,Katherine exc. Town Camps
23,854,854,AUS,Australia,12.5634,http://linked.data.gov.au/dataset/asgsed3/POA/0854,0.153027534872,0.00106107091416,-16.07032859062262,136.30866687076556,705.0,Katherine,70004.0,Barkly,701.0,Lingiari,7.0,705001.0,Borroloola,70500101.0,Borroloola exc. Mara - Yanyula
24,860,860,AUS,Australia,42.0605,http://linked.data.gov.au/dataset/asgsed3/POA/0860,0.263439303254,0.00362294150993,-19.65478633762528,134.1870774173716,707.0,Tennant Creek,70004.0,Barkly,701.0,Lingiari,7.0,707005.0,Tennant Creek Town,70700504.0,Tennant Creek exc. Town Camps
25,862,862,AUS,Australia,117528.152,http://linked.data.gov.au/dataset/asgsed3/POA/0862,26.2770852463,10.0320984282,-18.07520420071146,135.83570540591896,707.0,Tennant Creek,70004.0,Barkly,701.0,Lingiari,7.0,707003.0,Barkly,70700301.0,Barkly Tablelands - Outstations
26,870,870,AUS,Australia,59.6121,http://linked.data.gov.au/dataset/asgsed3/POA/0870,0.465271492554,0.00527821451477,-23.71559665024796,133.83031366719115,708.0,Alice Springs,70019.0,Namatjira,701.0,Lingiari,7.0,708001.0,Alice exc. Town Camps,70800102.0,Flynn
27,872,872,AUS,Australia,989085.5326,http://linked.data.gov.au/dataset/asgsed3/POA/0872,57.3501478026,87.606322409,-23.6706064786794,131.25830775175572,709.0,Apatula,70014.0,Gwoja,701.0,Lingiari,7.0,709013.0,Walungurru and Outstations,70901302.0,Walungurru Outstations
28,873,873,AUS,Australia,172.5253,http://linked.data.gov.au/dataset/asgsed3/POA/0873,0.62160479441,0.0152826608957,-23.77577547077453,133.8551140324578,708.0,Alice Springs,70019.0,Namatjira,701.0,Lingiari,7.0,708001.0,Alice exc. Town Camps,70800103.0,Heavitree
29,874,874,AUS,Australia,72.1518,http://linked.data.gov.au/dataset/asgsed3/POA/0874,0.571325560922,0.00638631925909,-23.671655589381235,133.8886934640942,708.0,Alice Springs,70019.0,Namatjira,701.0,Lingiari,7.0,708001.0,Alice exc. Town Camps,70800101.0,Charles
30,875,875,AUS,Australia,29.0124,http://linked.data.gov.au/dataset/asgsed3/POA/0875,0.247766791545,0.00256847493669,-23.696875033977594,133.8333394704589,708.0,Alice Springs,70019.0,Namatjira,701.0,Lingiari,7.0,708001.0,Alice exc. Town Camps,70800105.0,Larapinta
31,880,880,AUS,Australia,88.6672,http://linked.data.gov.au/dataset/asgsed3/POA/0880,0.990311050003,0.00736664454331,-12.24611676336002,136.64584246933453,706.0,Nhulunbuy,70018.0,Mulka,701.0,Lingiari,7.0,706003.0,Laynhapuy - Gumatj Homelands,70600303.0,Gumatj - Surrounds
32,885,885,AUS,Australia,2.7429,http://linked.data.gov.au/dataset/asgsed3/POA/0885,0.0847058535238,0.000229324652969,-13.850807498967376,136.4200852738421,706.0,Nhulunbuy,70003.0,Arnhem,701.0,Lingiari,7.0,706001.0,Anindilyakwa (Groote),70600101.0,Alyangula
33,886,886,AUS,Australia,13.5083,http://linked.data.gov.au/dataset/asgsed3/POA/0886,0.14370977119,0.00112408660198,-12.669358300709446,132.8370101900651,704.0,Jabiru - Tiwi,70001.0,Arafura,701.0,Lingiari,7.0,704002.0,Kakadu - Marrakai - Jabiru,70400201.0,Jabiru
34,2000,2000,AUS,Australia,4.2871,http://linked.data.gov.au/dataset/asgsed3/POA/2000,0.157964290166,0.000417749666202,-33.8683837718929,151.2082196508253,107.0,Sydney - Wollongong,10078.0,Sydney,142.0,Sydney,1.0,107026.0,Sydney - City,10702603.0,Glebe - Prymont - The Rocks
35,2007,2007,AUS,Australia,0.5588,http://linked.data.gov.au/dataset/asgsed3/POA/2007,0.0337581642791,5.44172336618e-05,-33.880239612534204,151.1979580040222,107.0,Sydney - Wollongong,10005.0,Balmain,142.0,Sydney,1.0,107026.0,Sydney - City,10702603.0,Glebe - Prymont - The Rocks
36,2008,2008,AUS,Australia,0.845,http://linked.data.gov.au/dataset/asgsed3/POA/2008,0.0511097848997,8.2317974408e-05,-33.88829983442237,151.19669280723068,107.0,Sydney - Wollongong,10058.0,Newtown,142.0,Sydney,1.0,107026.0,Sydney - City,10702601.0,Alexandria - Darlington - Waterloo
37,2009,2009,AUS,Australia,0.9299,http://linked.data.gov.au/dataset/asgsed3/POA/2009,0.0641853542054,9.0625060225e-05,-33.869006474449826,151.1935244655474,107.0,Sydney - Wollongong,10078.0,Sydney,142.0,Sydney,1.0,107026.0,Sydney - City,10702603.0,Glebe - Prymont - The Rocks
38,2010,2010,AUS,Australia,2.1733,http://linked.data.gov.au/dataset/asgsed3/POA/2010,0.0767927569601,0.000211792838287,-33.88256662588403,151.2149241933482,107.0,Sydney - Wollongong,10078.0,Sydney,142.0,Sydney,1.0,107026.0,Sydney - City,10702602.0,Darlinghurst - Paddington - Surry Hills
39,2011,2011,AUS,Australia,1.4054,http://linked.data.gov.au/dataset/asgsed3/POA/2011,0.0876861159289,0.00013697746186,-33.86995013926866,151.22451477803108,107.0,Sydney - Wollongong,10078.0,Sydney,142.0,Sydney,1.0,107026.0,Sydney - City,10702602.0,Darlinghurst - Paddington - Surry Hills
40,2015,2015,AUS,Australia,4.2157,http://linked.data.gov.au/dataset/asgsed3/POA/2015,0.115195653184,0.000410917715645,-33.90811844295024,151.19304694515992,107.0,Sydney - Wollongong,10035.0,Heffron,142.0,Sydney,1.0,107026.0,Sydney - City,10702601.0,Alexandria - Darlington - Waterloo
41,2016,2016,AUS,Australia,1.1717,http://linked.data.gov.au/dataset/asgsed3/POA/2016,0.0547904703535,0.000114200444007,-33.893087743031685,151.20659412815482,107.0,Sydney - Wollongong,10058.0,Newtown,142.0,Sydney,1.0,107026.0,Sydney - City,10702604.0,Redfern
42,2017,2017,AUS,Australia,1.9386,http://linked.data.gov.au/dataset/asgsed3/POA/2017,0.0589214660547,0.000188971141805,-33.9030183370794,151.20778674919964,107.0,Sydney - Wollongong,10035.0,Heffron,142.0,Sydney,1.0,107026.0,Sydney - City,10702601.0,Alexandria - Darlington - Waterloo
43,2018,2018,AUS,Australia,3.9305,http://linked.data.gov.au/dataset/asgsed3/POA/2018,0.102443281857,0.000383269602109,-33.924917683119695,151.20868703608596,107.0,Sydney - Wollongong,10035.0,Heffron,122.0,Kingsford Smith,1.0,107005.0,Botany Bay,10700501.0,Botany Bay
44,2019,2019,AUS,Australia,7.3691,http://linked.data.gov.au/dataset/asgsed3/POA/2019,0.160457578212,0.000718709365039,-33.95343206638034,151.20750355805953,107.0,Sydney - Wollongong,10051.0,Maroubra,122.0,Kingsford Smith,1.0,107005.0,Botany Bay,10700501.0,Botany Bay
45,2020,2020,AUS,Australia,11.9607,http://linked.data.gov.au/dataset/asgsed3/POA/2020,0.233502812675,0.00116641184398,-33.94014618888482,151.18198535389126,107.0,Sydney - Wollongong,10035.0,Heffron,122.0,Kingsford Smith,1.0,107024.0,Rockdale,10702401.0,Rockdale
46,2021,2021,AUS,Australia,5.7186,http://linked.data.gov.au/dataset/asgsed3/POA/2021,0.11713074702,0.000557306925907,-33.893013191864625,151.2282168365181,107.0,Sydney - Wollongong,10078.0,Sydney,145.0,Wentworth,1.0,107026.0,Sydney - City,10702602.0,Darlinghurst - Paddington - Surry Hills
47,2022,2022,AUS,Australia,1.9228,http://linked.data.gov.au/dataset/asgsed3/POA/2022,0.0751784534053,0.000187393490775,-33.89585891169138,151.2492455405458,107.0,Sydney - Wollongong,10021.0,Coogee,145.0,Wentworth,1.0,107031.0,Woollahra - Waverley,10703101.0,Waverley
48,2023,2023,AUS,Australia,2.3731,http://linked.data.gov.au/dataset/asgsed3/POA/2023,0.083099706766,0.000231248528813,-33.88084484889327,151.25562917619988,107.0,Sydney - Wollongong,10084.0,Vaucluse,145.0,Wentworth,1.0,107031.0,Woollahra - Waverley,10703102.0,Woollahra
49,2024,2024,AUS,Australia,1.9321,http://linked.data.gov.au/dataset/asgsed3/POA/2024,0.0715316844073,0.000188306762181,-33.9032971338658,151.2614345265732,107.0,Sydney - Wollongong,10021.0,Coogee,145.0,Wentworth,1.0,107031.0,Woollahra - Waverley,10703101.0,Waverley
50,2025,2025,AUS,Australia,1.2307,http://linked.data.gov.au/dataset/asgsed3/POA/2025,0.066493705369,0.000119929288128,-33.886988785668024,151.2438718849574,107.0,Sydney - Wollongong,10084.0,Vaucluse,145.0,Wentworth,1.0,107031.0,Woollahra - Waverley,10703102.0,Woollahra
51,2026,2026,AUS,Australia,3.6477,http://linked.data.gov.au/dataset/asgsed3/POA/2026,0.107338273106,0.000355580235969,-33.88963406695197,151.2724790265895,107.0,Sydney - Wollongong,10084.0,Vaucluse,145.0,Wentworth,1.0,107031.0,Woollahra - Waverley,10703101.0,Waverley
52,2027,2027,AUS,Australia,1.3761,http://linked.data.gov.au/dataset/asgsed3/POA/2027,0.10759430814,0.000134060696601,-33.87244784028099,151.2410815257321,101.0,Dubbo,10001.0,Albury,101.0,Banks,1.0,101001.0,Bogan,10100101.0,Bogan
53,2028,2028,AUS,Australia,0.7929,http://linked.data.gov.au/dataset/asgsed3/POA/2028,0.0680874353034,7.7250050325e-05,-33.8778102051919,151.24380935380032,107.0,Sydney - Wollongong,10084.0,Vaucluse,145.0,Wentworth,1.0,107031.0,Woollahra - Waverley,10703102.0,Woollahra
54,2029,2029,AUS,Australia,2.5286,http://linked.data.gov.au/dataset/asgsed3/POA/2029,0.10733209987,0.000246344643098,-33.873915432447305,151.26892698440804,107.0,Sydney - Wollongong,10084.0,Vaucluse,145.0,Wentworth,1.0,107031.0,Woollahra - Waverley,10703102.0,Woollahra
55,2030,2030,AUS,Australia,4.6636,http://linked.data.gov.au/dataset/asgsed3/POA/2030,0.185258422498,0.000454313908607,-33.85739000935814,151.27843546704878,107.0,Sydney - Wollongong,10084.0,Vaucluse,145.0,Wentworth,1.0,107031.0,Woollahra - Waverley,10703102.0,Woollahra
56,2031,2031,AUS,Australia,6.094,http://linked.data.gov.au/dataset/asgsed3/POA/2031,0.172853365485,0.000594210076043,-33.91498888021844,151.24389556935253,107.0,Sydney - Wollongong,10021.0,Coogee,122.0,Kingsford Smith,1.0,107023.0,Randwick - La Perouse,10702302.0,Randwick
57,2032,2032,AUS,Australia,2.475,http://linked.data.gov.au/dataset/asgsed3/POA/2032,0.087493589447,0.000241320322043,-33.92593356120337,151.22842641105845,107.0,Sydney - Wollongong,10051.0,Maroubra,122.0,Kingsford Smith,1.0,107005.0,Botany Bay,10700501.0,Botany Bay
58,2033,2033,AUS,Australia,2.6691,http://linked.data.gov.au/dataset/asgsed3/POA/2033,0.0991053603035,0.000260199201765,-33.91341196468919,151.22075694305192,107.0,Sydney - Wollongong,10035.0,Heffron,122.0,Kingsford Smith,1.0,107023.0,Randwick - La Perouse,10702302.0,Randwick
59,2034,2034,AUS,Australia,3.0497,http://linked.data.gov.au/dataset/asgsed3/POA/2034,0.103938291121,0.000297421840848,-33.92447538749719,151.25451808820105,107.0,Sydney - Wollongong,10021.0,Coogee,122.0,Kingsford Smith,1.0,107023.0,Randwick - La Perouse,10702302.0,Randwick
60,2035,2035,AUS,Australia,8.1207,http://linked.data.gov.au/dataset/asgsed3/POA/2035,0.213817966053,0.000792016743148,-33.942384638897664,151.23698925548575,107.0,Sydney - Wollongong,10051.0,Maroubra,122.0,Kingsford Smith,1.0,107023.0,Randwick - La Perouse,10702302.0,Randwick
61,2036,2036,AUS,Australia,15.7131,http://linked.data.gov.au/dataset/asgsed3/POA/2036,0.302187079809,0.00153288423696,-33.970883999238424,151.23896220658133,107.0,Sydney - Wollongong,10051.0,Maroubra,122.0,Kingsford Smith,1.0,107023.0,Randwick - La Perouse,10702301.0,La Perouse
62,2037,2037,AUS,Australia,2.1374,http://linked.data.gov.au/dataset/asgsed3/POA/2037,0.0673992376359,0.000208263179527,-33.878766669169046,151.18528241486035,107.0,Sydney - Wollongong,10005.0,Balmain,142.0,Sydney,1.0,107026.0,Sydney - City,10702603.0,Glebe - Prymont - The Rocks
63,2038,2038,AUS,Australia,1.4931,http://linked.data.gov.au/dataset/asgsed3/POA/2038,0.0568705830684,0.000145514317188,-33.88082055809308,151.17137441295534,107.0,Sydney - Wollongong,10005.0,Balmain,117.0,Grayndler,1.0,107016.0,Leichhardt,10701601.0,Leichhardt
64,2039,2039,AUS,Australia,1.8337,http://linked.data.gov.au/dataset/asgsed3/POA/2039,0.0837643994825,0.000178682867987,-33.865069066730904,151.17334504620874,107.0,Sydney - Wollongong,10005.0,Balmain,117.0,Grayndler,1.0,107016.0,Leichhardt,10701601.0,Leichhardt
65,2040,2040,AUS,Australia,4.754,http://linked.data.gov.au/dataset/asgsed3/POA/2040,0.0932058424864,0.000463250564048,-33.87722582700607,151.15759301879152,107.0,Sydney - Wollongong,10005.0,Balmain,117.0,Grayndler,1.0,107016.0,Leichhardt,10701601.0,Leichhardt
66,2041,2041,AUS,Australia,2.4666,http://linked.data.gov.au/dataset/asgsed3/POA/2041,0.136428787988,0.000240258004896,-33.85641034916336,151.18237361108427,107.0,Sydney - Wollongong,10005.0,Balmain,117.0,Grayndler,1.0,107016.0,Leichhardt,10701601.0,Leichhardt
67,2042,2042,AUS,Australia,2.0446,http://linked.data.gov.au/dataset/asgsed3/POA/2042,0.0865649678111,0.000199285120564,-33.89892644472264,151.17749961153066,107.0,Sydney - Wollongong,10058.0,Newtown,117.0,Grayndler,1.0,107019.0,Marrickville,10701901.0,Marrickville
68,2043,2043,AUS,Australia,0.8075,http://linked.data.gov.au/dataset/asgsed3/POA/2043,0.0425602386879,7.8746591329e-05,-33.90255871634974,151.18575949246735,107.0,Sydney - Wollongong,10058.0,Newtown,142.0,Sydney,1.0,107026.0,Sydney - City,10702601.0,Alexandria - Darlington - Waterloo
69,2044,2044,AUS,Australia,3.8539,http://linked.data.gov.au/dataset/asgsed3/POA/2044,0.092640802667,0.000375739059322,-33.92033505651664,151.16939089120174,107.0,Sydney - Wollongong,10035.0,Heffron,117.0,Grayndler,1.0,107019.0,Marrickville,10701901.0,Marrickville
70,2045,2045,AUS,Australia,2.3828,http://linked.data.gov.au/dataset/asgsed3/POA/2045,0.068370508671,0.000232162655585,-33.87791610687544,151.14000890960074,107.0,Sydney - Wollongong,10076.0,Summer Hill,117.0,Grayndler,1.0,107027.0,Sydney - Inner West,10702701.0,Ashfield
71,2046,2046,AUS,Australia,6.0148,http://linked.data.gov.au/dataset/asgsed3/POA/2046,0.154481652566,0.000585890818055,-33.860879376811035,151.13213607501595,107.0,Sydney - Wollongong,10025.0,Drummoyne,137.0,Reid,1.0,107027.0,Sydney - Inner West,10702703.0,Canada Bay
72,2047,2047,AUS,Australia,2.3101,http://linked.data.gov.au/dataset/asgsed3/POA/2047,0.0931072323844,0.000225067799479,-33.85256507699301,151.15298375223318,107.0,Sydney - Wollongong,10025.0,Drummoyne,137.0,Reid,1.0,107027.0,Sydney - Inner West,10702703.0,Canada Bay
73,2048,2048,AUS,Australia,1.218,http://linked.data.gov.au/dataset/asgsed3/POA/2048,0.0566181262227,0.000118659788788,-33.89300720388516,151.1659861146866,107.0,Sydney - Wollongong,10058.0,Newtown,117.0,Grayndler,1.0,107019.0,Marrickville,10701901.0,Marrickville
74,2049,2049,AUS,Australia,1.929,http://linked.data.gov.au/dataset/asgsed3/POA/2049,0.068915066118,0.000188005606489,-33.89477661349126,151.15225248343592,107.0,Sydney - Wollongong,10058.0,Newtown,117.0,Grayndler,1.0,107019.0,Marrickville,10701901.0,Marrickville
75,2050,2050,AUS,Australia,1.5031,http://linked.data.gov.au/dataset/asgsed3/POA/2050,0.0706544997074,0.000146477898907,-33.88846182827309,151.18182060494652,107.0,Sydney - Wollongong,10058.0,Newtown,142.0,Sydney,1.0,107026.0,Sydney - City,10702601.0,Alexandria - Darlington - Waterloo
76,2060,2060,AUS,Australia,2.6912,http://linked.data.gov.au/dataset/asgsed3/POA/2060,0.132296715214,0.000262090613917,-33.838969808056845,151.20504027974664,107.0,Sydney - Wollongong,10059.0,North Shore,132.0,North Sydney,1.0,107028.0,Sydney - Lower North,10702802.0,Mosman - North Sydney
77,2061,2061,AUS,Australia,0.6316,http://linked.data.gov.au/dataset/asgsed3/POA/2061,0.0470013538292,6.15297523388e-05,-33.84752233710578,151.21449318080735,107.0,Sydney - Wollongong,10059.0,North Shore,132.0,North Sydney,1.0,107028.0,Sydney - Lower North,10702802.0,Mosman - North Sydney
78,2062,2062,AUS,Australia,1.5527,http://linked.data.gov.au/dataset/asgsed3/POA/2062,0.0720550478062,0.000151208082876,-33.82217402306268,151.2142714335584,107.0,Sydney - Wollongong,10089.0,Willoughby,132.0,North Sydney,1.0,107028.0,Sydney - Lower North,10702802.0,Mosman - North Sydney
79,2063,2063,AUS,Australia,2.7281,http://linked.data.gov.au/dataset/asgsed3/POA/2063,0.0883522395671,0.000265642716511,-33.81082559932446,151.2180343513555,107.0,Sydney - Wollongong,10089.0,Willoughby,132.0,North Sydney,1.0,107028.0,Sydney - Lower North,10702801.0,Lane Cove - Willoughby
80,2064,2064,AUS,Australia,2.5348,http://linked.data.gov.au/dataset/asgsed3/POA/2064,0.0712488727156,0.00024688811721,-33.81094066544116,151.18600763166302,107.0,Sydney - Wollongong,10089.0,Willoughby,132.0,North Sydney,1.0,107028.0,Sydney - Lower North,10702801.0,Lane Cove - Willoughby
81,2065,2065,AUS,Australia,5.6781,http://linked.data.gov.au/dataset/asgsed3/POA/2065,0.175918235612,0.000553015859838,-33.825923416776334,151.19417115453726,107.0,Sydney - Wollongong,10043.0,Lane Cove,132.0,North Sydney,1.0,107028.0,Sydney - Lower North,10702801.0,Lane Cove - Willoughby
82,2066,2066,AUS,Australia,9.5786,http://linked.data.gov.au/dataset/asgsed3/POA/2066,0.204788539816,0.000932829403777,-33.81635971599963,151.16193246120815,107.0,Sydney - Wollongong,10043.0,Lane Cove,132.0,North Sydney,1.0,107028.0,Sydney - Lower North,10702801.0,Lane Cove - Willoughby
83,2067,2067,AUS,Australia,5.8196,http://linked.data.gov.au/dataset/asgsed3/POA/2067,0.141877741743,0.000566614534873,-33.796165903872414,151.1778909770046,107.0,Sydney - Wollongong,10089.0,Willoughby,132.0,North Sydney,1.0,107028.0,Sydney - Lower North,10702801.0,Lane Cove - Willoughby
84,2068,2068,AUS,Australia,5.6655,http://linked.data.gov.au/dataset/asgsed3/POA/2068,0.154994729828,0.000551565355602,-33.79974783024458,151.20823268671165,107.0,Sydney - Wollongong,10089.0,Willoughby,132.0,North Sydney,1.0,107028.0,Sydney - Lower North,10702801.0,Lane Cove - Willoughby
85,2069,2069,AUS,Australia,7.5302,http://linked.data.gov.au/dataset/asgsed3/POA/2069,0.202598295054,0.000733003110132,-33.78270785189072,151.19515162654343,107.0,Sydney - Wollongong,10089.0,Willoughby,106.0,Bradfield,1.0,107028.0,Sydney - Lower North,10702801.0,Lane Cove - Willoughby
86,2070,2070,AUS,Australia,7.4617,http://linked.data.gov.au/dataset/asgsed3/POA/2070,0.197485773233,0.000726289786158,-33.77608265799271,151.17001556294466,107.0,Sydney - Wollongong,10024.0,Davidson,106.0,Bradfield,1.0,107012.0,Hornsby - Ku-ring-gai,10701201.0,Hornsby - Ku-ring-gai
87,2071,2071,AUS,Australia,7.8221,http://linked.data.gov.au/dataset/asgsed3/POA/2071,0.196010510149,0.000761218616856,-33.76284017567564,151.16706476209646,107.0,Sydney - Wollongong,10024.0,Davidson,106.0,Bradfield,1.0,107012.0,Hornsby - Ku-ring-gai,10701201.0,Hornsby - Ku-ring-gai
88,2072,2072,AUS,Australia,3.7885,http://linked.data.gov.au/dataset/asgsed3/POA/2072,0.124914895222,0.000368644024368,-33.75567799044306,151.1534147808063,107.0,Sydney - Wollongong,10024.0,Davidson,106.0,Bradfield,1.0,107012.0,Hornsby - Ku-ring-gai,10701201.0,Hornsby - Ku-ring-gai
89,2073,2073,AUS,Australia,10.2515,http://linked.data.gov.au/dataset/asgsed3/POA/2073,0.183719652146,0.000997531576367,-33.75159424949551,151.13664701862947,107.0,Sydney - Wollongong,10086.0,Wahroonga,106.0,Bradfield,1.0,107012.0,Hornsby - Ku-ring-gai,10701201.0,Hornsby - Ku-ring-gai
